tasks_assigned,tasks_completed,overdue_tasks,quality_score,teamwork_score,attendance_rate,feedback_text,skill_match_score,avg_rating,availability_score,project_similarity,final_rating
11,0,3,2.6,3.1,0.89,Excellent performance and teamwork,0.41,4.2,0.31,0.71,2.43
19,17,2,2.7,3.6,0.67,Late submission and weak teamwork,0.72,4.4,0.56,0.63,3.82
19,12,5,2.9,3.8,0.92,Late submission and weak teamwork,0.45,2.5,0.86,0.92,3.25
14,12,2,3.8,3.5,0.93,Late submission and weak teamwork,0.59,3.4,0.59,0.97,3.89
10,2,6,2.3,4.0,0.77,Late submission and weak teamwork,0.84,4.8,0.93,0.72,2.91
5,1,1,4.8,3.5,0.82,Late submission and weak teamwork,0.84,3.5,0.49,0.73,3.07
15,0,0,3.3,3.8,0.88,Late submission and weak teamwork,0.88,4.6,0.62,0.52,2.78
6,6,0,3.3,3.4,0.9,Late submission and weak teamwork,0.45,4.8,0.86,0.68,4.25
8,1,7,2.3,2.6,0.92,Needs improvement in deadlines,0.79,4.4,0.47,0.77,2.51
8,3,0,3.8,4.1,0.71,Outstanding contribution,0.94,3.0,0.49,0.56,3.1
9,2,5,3.4,3.4,0.75,Good but not consistent,0.41,4.3,0.84,0.79,2.93
5,0,1,3.0,4.9,0.72,Needs improvement in deadlines,0.73,4.8,0.33,0.97,2.9
19,12,5,4.9,2.5,0.93,Excellent performance and teamwork,0.51,3.6,0.63,0.84,3.61
6,6,0,3.8,3.5,0.99,Excellent performance and teamwork,0.75,3.1,0.75,0.68,4.08
19,13,3,3.5,2.8,0.83,Outstanding contribution,0.5,2.7,0.38,0.88,3.24
14,4,2,2.5,2.7,0.7,Needs improvement in deadlines,0.67,3.6,0.89,0.9,2.54
17,3,1,3.7,2.4,0.67,Excellent performance and teamwork,0.61,2.6,0.89,0.74,2.34
13,7,6,4.7,2.6,0.89,Very committed and reliable,0.67,2.7,0.44,0.42,3.25
18,16,0,2.7,4.9,0.8,Good but not consistent,0.88,4.1,0.39,0.75,4.07
15,3,4,4.8,2.8,0.71,Outstanding contribution,0.95,4.5,0.34,0.79,3.07
14,1,1,3.5,4.2,0.95,Excellent performance and teamwork,0.65,3.8,0.89,0.44,2.88
19,5,7,4.6,2.2,0.7,Outstanding contribution,0.79,2.6,0.35,0.95,2.62
15,11,0,3.4,2.0,0.65,Excellent performance and teamwork,0.8,4.0,0.55,0.76,3.3
9,1,4,4.0,2.8,0.82,Late submission and weak teamwork,0.96,4.8,0.4,0.54,2.9
9,4,2,2.2,2.1,0.84,Very committed and reliable,0.96,4.3,0.51,0.78,2.81
5,0,4,3.1,2.3,0.73,Late submission and weak teamwork,0.78,3.1,0.71,0.77,2.07
8,2,3,4.9,2.1,0.84,Very committed and reliable,0.46,3.5,0.92,0.56,2.9
12,4,4,3.2,4.8,0.94,Excellent performance and teamwork,0.45,4.8,0.56,0.69,3.53
7,1,1,2.4,2.0,0.65,Very committed and reliable,0.86,2.7,0.38,0.96,1.96
18,2,12,3.9,4.1,0.81,Good but not consistent,0.44,3.5,0.69,0.52,2.87
13,11,1,3.6,3.4,0.61,Excellent performance and teamwork,0.5,4.2,0.86,0.98,3.81
11,7,0,2.5,2.4,0.78,Excellent performance and teamwork,0.85,3.6,0.73,0.52,3.04
13,8,4,2.4,4.4,0.99,Outstanding contribution,0.94,3.6,0.94,0.99,3.5
12,6,1,2.5,4.9,0.66,Needs improvement in deadlines,0.81,3.1,0.46,0.61,3.18
10,6,1,2.1,3.1,0.73,Good but not consistent,0.6,3.7,0.36,0.49,3.04
19,19,0,2.2,2.2,0.83,Late submission and weak teamwork,0.75,4.0,0.92,0.63,3.59
20,8,5,4.2,2.5,0.65,Outstanding contribution,0.77,3.9,0.33,0.63,3.04
15,7,6,3.6,2.5,0.91,Needs improvement in deadlines,0.89,3.0,0.95,0.81,2.98
14,14,0,3.9,4.9,0.98,Outstanding contribution,0.9,3.8,0.83,0.82,4.51
8,5,1,4.5,3.8,0.85,Very committed and reliable,0.71,3.6,0.9,0.99,3.74
8,1,7,2.6,4.6,0.74,Excellent performance and teamwork,0.48,4.0,0.92,0.65,2.8
16,5,2,4.1,2.8,0.62,Very committed and reliable,0.76,2.9,0.88,0.48,2.74
8,4,4,4.0,3.7,0.92,Excellent performance and teamwork,0.4,5.0,0.96,0.41,3.75
17,1,12,2.5,4.2,0.88,Excellent performance and teamwork,0.59,2.6,0.94,0.75,2.39
6,1,3,4.6,2.1,0.75,Excellent performance and teamwork,0.43,2.5,0.45,0.57,2.46
15,7,1,3.3,3.3,0.82,Excellent performance and teamwork,0.47,4.2,0.7,0.99,3.27
11,3,1,3.6,3.2,0.62,Excellent performance and teamwork,0.65,4.8,0.4,0.74,3.04
7,4,1,3.4,2.5,0.79,Outstanding contribution,0.51,3.4,0.79,0.87,3.11
13,13,0,3.5,3.6,0.69,Good but not consistent,0.53,4.6,0.92,0.65,4.19
10,5,4,2.8,4.3,0.84,Good but not consistent,0.52,3.8,0.49,0.98,3.35
11,0,9,3.5,2.1,0.68,Needs improvement in deadlines,0.5,4.4,0.82,0.7,2.34
10,0,0,2.2,2.4,0.8,Outstanding contribution,0.93,4.7,0.98,0.98,2.26
9,3,2,3.6,4.2,0.6,Excellent performance and teamwork,0.83,3.9,0.42,0.51,3.14
13,11,0,3.3,3.5,0.95,Outstanding contribution,0.44,3.9,0.58,0.5,3.88
14,1,7,3.8,2.3,0.89,Very committed and reliable,0.84,3.8,0.94,0.51,2.53
9,9,0,2.1,2.3,0.91,Late submission and weak teamwork,0.66,4.5,0.96,0.51,3.73
5,5,0,4.4,4.4,0.65,Good but not consistent,0.71,4.7,0.57,0.84,4.53
19,9,3,3.0,3.0,0.68,Outstanding contribution,0.75,3.6,0.93,0.42,2.97
17,9,3,3.0,2.6,0.79,Outstanding contribution,0.52,3.0,0.35,0.43,2.91
9,6,3,3.2,2.4,0.77,Late submission and weak teamwork,0.72,3.2,0.73,0.59,3.15
16,6,5,2.6,4.0,0.69,Late submission and weak teamwork,0.43,2.7,0.95,0.82,2.77
7,7,0,3.7,3.5,0.84,Very committed and reliable,0.67,3.3,0.68,0.52,4.02
20,10,2,3.5,4.4,0.83,Outstanding contribution,0.61,2.5,0.48,0.73,3.25
10,10,0,4.0,4.8,0.89,Good but not consistent,0.7,4.4,0.65,0.51,4.58
15,12,3,3.7,3.9,0.66,Needs improvement in deadlines,0.98,4.4,0.58,0.62,3.93
15,2,6,2.3,2.5,0.94,Late submission and weak teamwork,0.53,3.8,0.33,0.82,2.39
5,0,4,2.3,4.0,0.9,Very committed and reliable,0.61,5.0,0.48,0.45,2.71
20,19,1,3.6,2.3,0.76,Late submission and weak teamwork,0.8,3.4,0.55,0.51,3.67
17,9,8,2.5,2.4,0.98,Outstanding contribution,0.74,3.9,0.31,0.5,3.04
12,2,3,5.0,3.4,0.81,Good but not consistent,0.47,4.7,0.56,0.63,3.28
7,5,0,5.0,4.5,0.85,Excellent performance and teamwork,0.51,4.9,0.41,0.51,4.38
20,7,10,3.9,4.7,0.89,Good but not consistent,0.72,3.6,0.97,0.85,3.41
7,6,0,3.6,3.0,0.75,Needs improvement in deadlines,0.63,3.0,0.62,0.51,3.58
19,0,8,2.4,2.7,0.61,Outstanding contribution,0.76,4.7,0.38,0.64,2.27
8,2,5,3.1,4.6,0.85,Very committed and reliable,0.84,3.7,0.45,0.52,3.08
15,4,10,2.6,4.2,0.61,Late submission and weak teamwork,0.49,4.9,0.66,0.51,3.05
8,2,2,4.1,3.3,0.64,Late submission and weak teamwork,0.77,3.4,0.57,0.94,2.85
12,0,4,3.9,4.1,0.76,Excellent performance and teamwork,0.58,4.9,0.74,0.9,2.96
7,4,3,2.3,2.2,0.69,Late submission and weak teamwork,0.84,4.5,0.31,0.73,3.0
11,5,5,2.7,4.2,0.72,Needs improvement in deadlines,0.67,3.0,0.31,0.73,3.02
16,13,0,2.9,4.8,0.8,Needs improvement in deadlines,0.75,4.0,0.63,0.88,3.96
7,6,1,2.1,4.9,0.85,Needs improvement in deadlines,0.48,2.8,0.47,0.97,3.67
11,3,0,4.2,4.6,0.66,Outstanding contribution,0.55,4.7,0.8,0.93,3.44
12,12,0,4.0,3.7,0.62,Needs improvement in deadlines,0.41,4.9,0.75,0.94,4.33
9,8,1,3.0,3.7,0.69,Outstanding contribution,0.64,2.8,0.49,0.62,3.58
5,3,2,4.0,2.7,0.76,Very committed and reliable,0.87,4.3,1.0,0.4,3.48
9,9,0,4.4,4.2,0.69,Very committed and reliable,0.72,3.8,0.42,0.58,4.32
15,0,12,4.2,2.8,0.84,Excellent performance and teamwork,0.54,3.5,0.6,0.52,2.52
20,5,8,4.4,4.8,0.8,Excellent performance and teamwork,0.65,3.2,0.36,0.94,3.25
8,0,4,2.5,3.4,0.79,Good but not consistent,0.48,2.9,0.39,0.97,2.16
17,9,2,4.3,2.2,0.87,Very committed and reliable,0.79,3.0,0.49,0.67,3.13
16,14,2,4.8,3.8,0.98,Excellent performance and teamwork,0.99,2.7,0.32,0.88,4.06
13,7,1,3.1,2.0,0.61,Late submission and weak teamwork,0.95,2.6,0.58,0.52,2.65
18,9,2,4.0,4.3,0.73,Outstanding contribution,0.75,3.3,0.76,0.86,3.44
11,5,4,3.0,3.3,0.62,Good but not consistent,0.45,4.0,0.96,0.8,3.05
5,4,1,4.4,2.2,0.96,Late submission and weak teamwork,0.89,4.7,0.62,0.76,3.94
18,7,8,4.4,3.5,0.91,Outstanding contribution,0.62,2.9,0.43,0.55,3.2
20,8,7,4.5,4.5,0.93,Good but not consistent,0.52,4.2,0.43,0.51,3.71
20,10,9,4.5,2.6,0.81,Very committed and reliable,0.5,3.4,0.95,0.52,3.26
14,4,7,4.8,3.7,0.73,Good but not consistent,0.82,3.4,0.53,0.62,3.17
10,10,0,3.4,3.4,0.83,Very committed and reliable,0.62,4.2,0.65,0.48,4.12
17,2,3,4.9,3.0,0.69,Excellent performance and teamwork,0.65,4.8,0.71,0.42,3.06
5,0,1,2.7,4.2,0.94,Late submission and weak teamwork,0.63,3.7,0.47,0.82,2.59
14,10,0,4.8,2.9,0.7,Excellent performance and teamwork,0.98,2.9,0.6,0.95,3.54
12,6,3,3.3,3.8,0.74,Good but not consistent,0.8,3.2,0.6,0.74,3.18
8,4,1,2.3,2.5,0.73,Good but not consistent,0.61,3.2,0.86,0.55,2.72
8,8,0,2.7,4.5,0.75,Very committed and reliable,0.98,3.0,1.0,0.99,3.92
11,9,1,3.3,2.3,0.69,Good but not consistent,0.96,3.0,0.73,0.78,3.29
20,19,1,4.3,3.9,0.94,Needs improvement in deadlines,0.51,3.0,0.35,0.66,4.13
11,3,6,3.4,3.5,0.74,Outstanding contribution,0.59,3.4,0.96,0.9,2.84
10,0,5,3.5,4.0,0.94,Late submission and weak teamwork,0.86,2.6,0.31,0.88,2.49
12,5,7,4.4,4.1,0.87,Outstanding contribution,0.75,4.7,0.63,0.53,3.7
6,0,3,4.9,3.3,0.77,Late submission and weak teamwork,0.89,4.4,0.64,0.71,2.91
20,8,4,4.3,4.7,0.94,Excellent performance and teamwork,0.92,2.6,0.58,0.65,3.39
6,6,0,2.3,2.9,0.94,Outstanding contribution,0.87,4.1,0.68,0.84,3.83
8,1,7,2.3,3.4,0.78,Needs improvement in deadlines,0.78,3.2,0.41,0.89,2.36
10,10,0,4.0,4.9,0.8,Late submission and weak teamwork,0.77,4.0,0.32,0.86,4.48
13,3,0,2.4,2.3,0.64,Excellent performance and teamwork,0.96,3.0,0.41,0.63,2.21
10,3,4,2.8,2.8,0.89,Needs improvement in deadlines,0.9,4.3,0.79,0.61,2.87
8,6,2,4.9,4.3,0.62,Very committed and reliable,0.98,4.8,0.72,0.64,4.23
13,3,4,3.0,3.3,0.63,Late submission and weak teamwork,0.93,4.9,0.73,0.59,2.9
7,4,2,2.9,2.1,0.85,Outstanding contribution,0.67,4.1,0.33,0.57,3.1
14,2,9,3.0,4.5,0.93,Good but not consistent,0.46,3.6,0.62,0.49,2.9
12,11,0,3.5,3.8,0.74,Good but not consistent,0.9,3.5,0.95,0.89,3.91
5,4,0,4.7,2.8,0.92,Outstanding contribution,0.71,4.8,0.71,1.0,4.12
13,8,0,4.3,2.4,0.76,Late submission and weak teamwork,0.55,2.6,0.44,0.91,3.16
8,7,1,4.7,2.5,0.66,Very committed and reliable,0.68,2.7,1.0,0.4,3.62
5,4,0,2.8,4.7,0.81,Needs improvement in deadlines,0.94,4.7,0.68,0.82,4.04
20,5,1,3.8,4.1,0.99,Needs improvement in deadlines,0.41,4.0,0.84,0.63,3.25
16,16,0,4.2,3.8,0.82,Very committed and reliable,0.87,2.7,0.98,0.95,4.05
13,11,1,3.6,4.8,0.63,Outstanding contribution,0.82,3.6,0.53,0.55,3.98
19,10,0,2.4,3.5,0.88,Very committed and reliable,0.67,2.8,0.54,0.96,2.97
10,6,1,2.5,2.6,0.86,Very committed and reliable,0.9,3.3,0.65,0.88,3.01
9,2,7,4.6,3.9,0.61,Needs improvement in deadlines,0.96,3.5,0.5,0.67,3.04
7,1,5,4.3,4.7,0.95,Good but not consistent,0.55,4.5,0.85,0.72,3.39
18,10,4,4.8,2.8,0.94,Very committed and reliable,0.61,3.4,0.58,0.73,3.5
18,17,1,3.4,2.9,0.92,Needs improvement in deadlines,0.65,3.2,0.45,0.99,3.78
8,5,3,3.8,2.1,0.87,Late submission and weak teamwork,0.83,4.6,0.48,0.41,3.47
20,4,13,2.7,4.4,0.78,Good but not consistent,0.95,4.1,0.93,0.43,2.93
7,4,0,2.6,3.2,0.73,Late submission and weak teamwork,0.58,4.9,0.41,0.52,3.36
16,8,5,3.8,3.8,0.82,Good but not consistent,0.84,2.7,0.55,0.94,3.22
13,5,0,4.5,4.1,0.86,Very committed and reliable,0.4,4.3,0.4,0.43,3.59
13,10,2,4.5,3.1,0.77,Very committed and reliable,0.57,4.6,0.89,0.63,3.98
5,5,0,3.6,4.2,0.83,Needs improvement in deadlines,0.72,4.8,0.77,0.83,4.44
6,4,0,4.9,3.9,0.91,Needs improvement in deadlines,0.74,3.5,0.89,0.67,3.92
7,0,5,2.7,4.3,0.88,Late submission and weak teamwork,0.59,4.5,0.37,0.76,2.74
6,1,4,2.9,3.9,0.62,Good but not consistent,0.83,3.9,0.74,0.67,2.7
15,4,8,2.6,4.3,0.73,Excellent performance and teamwork,0.42,4.4,0.95,0.41,3.03
5,3,1,2.9,2.7,0.87,Outstanding contribution,0.71,5.0,0.32,0.96,3.46
19,19,0,2.3,3.8,0.77,Outstanding contribution,0.97,3.6,0.52,0.76,3.83
7,0,3,2.7,3.8,0.99,Late submission and weak teamwork,0.59,4.0,0.94,0.92,2.59
15,12,0,3.9,4.9,0.75,Good but not consistent,0.64,3.1,0.73,0.4,3.96
6,6,0,4.8,4.4,0.99,Excellent performance and teamwork,0.64,3.4,0.62,0.9,4.51
19,18,1,4.9,4.5,0.94,Outstanding contribution,0.79,2.5,0.98,0.82,4.27
10,7,1,2.9,2.3,0.89,Excellent performance and teamwork,0.59,4.4,0.39,0.55,3.42
5,1,1,2.7,3.8,0.95,Needs improvement in deadlines,0.62,4.5,0.54,0.48,2.98
13,6,0,4.0,2.7,0.78,Outstanding contribution,0.57,4.6,0.66,0.62,3.34
16,8,5,4.0,4.9,0.73,Excellent performance and teamwork,0.98,3.6,0.59,0.73,3.62
12,5,7,2.3,4.0,0.63,Needs improvement in deadlines,0.43,3.6,0.55,0.69,2.92
12,3,8,3.0,3.9,0.89,Good but not consistent,0.76,2.8,0.45,0.77,2.76
5,5,0,4.0,4.3,0.95,Needs improvement in deadlines,0.66,4.6,0.9,0.74,4.55
6,2,1,3.8,2.7,0.64,Late submission and weak teamwork,0.73,3.0,0.31,0.96,2.72
6,4,0,2.0,4.1,0.75,Outstanding contribution,0.8,3.6,0.52,0.89,3.31
15,7,7,4.3,3.1,0.74,Very committed and reliable,0.61,4.9,0.41,0.6,3.53
8,1,3,2.9,2.5,0.72,Very committed and reliable,0.41,2.9,0.66,0.61,2.21
6,2,2,4.4,5.0,0.81,Outstanding contribution,0.9,4.1,0.54,0.99,3.6
15,13,1,2.3,4.8,0.87,Needs improvement in deadlines,0.88,3.3,0.78,0.53,3.81
10,8,2,3.7,4.0,0.74,Needs improvement in deadlines,0.9,4.2,0.97,0.93,3.95
5,2,3,3.4,2.3,0.75,Very committed and reliable,0.4,4.3,0.48,0.74,2.98
9,7,2,3.8,2.5,0.74,Excellent performance and teamwork,0.84,3.9,0.88,0.57,3.58
11,1,1,4.1,4.4,0.84,Needs improvement in deadlines,0.83,4.2,0.76,0.47,3.1
8,0,7,2.7,2.2,0.84,Outstanding contribution,0.92,4.2,0.39,0.78,2.24
10,3,4,2.6,3.2,0.97,Needs improvement in deadlines,0.52,3.5,0.66,0.73,2.8
8,6,1,2.2,4.3,0.96,Excellent performance and teamwork,0.62,4.1,0.38,1.0,3.72
9,2,7,4.5,3.8,0.81,Excellent performance and teamwork,0.94,2.8,0.33,0.66,2.96
16,7,7,3.5,4.6,0.62,Good but not consistent,0.68,2.8,0.34,0.97,3.15
8,2,2,2.5,2.6,0.92,Needs improvement in deadlines,0.54,4.4,0.8,0.76,2.74
5,3,1,3.0,4.8,0.66,Very committed and reliable,0.6,5.0,0.44,0.68,3.79
15,12,0,2.8,2.5,0.66,Outstanding contribution,0.97,4.3,0.93,0.41,3.45
17,10,3,4.0,2.5,0.66,Late submission and weak teamwork,0.51,2.7,0.52,0.61,3.05
20,17,3,3.2,3.0,0.64,Late submission and weak teamwork,0.68,2.9,0.4,0.75,3.42
17,13,4,4.9,3.4,0.92,Needs improvement in deadlines,0.64,4.6,0.53,0.45,4.19
17,9,4,2.8,4.6,0.87,Very committed and reliable,0.77,2.8,0.3,0.55,3.27
13,1,1,2.9,3.9,0.89,Very committed and reliable,0.68,4.7,0.86,0.68,2.86
19,9,9,3.5,2.2,0.7,Late submission and weak teamwork,0.67,4.9,0.74,0.41,3.18
7,4,2,4.4,4.7,0.61,Needs improvement in deadlines,0.94,3.9,0.59,0.63,3.76
18,5,1,4.6,3.4,0.88,Needs improvement in deadlines,0.91,3.3,0.98,0.56,3.12
20,7,7,4.7,2.1,0.82,Very committed and reliable,0.46,3.8,0.77,0.58,3.06
19,4,12,5.0,4.9,0.71,Needs improvement in deadlines,1.0,3.1,0.41,0.74,3.27
13,8,3,4.7,3.7,0.79,Late submission and weak teamwork,0.43,4.8,0.68,0.78,3.96
8,0,8,3.1,3.2,0.92,Excellent performance and teamwork,0.73,3.7,0.91,0.56,2.46
17,3,10,3.0,4.6,0.78,Very committed and reliable,0.5,3.2,0.75,0.74,2.81
19,9,3,2.7,4.5,0.65,Excellent performance and teamwork,0.41,2.5,0.63,0.46,2.98
20,0,10,4.3,4.7,0.88,Needs improvement in deadlines,0.83,4.8,0.91,0.89,3.2
17,7,1,3.0,2.2,0.94,Very committed and reliable,0.45,5.0,0.72,0.84,3.13
11,7,0,4.0,2.8,0.97,Needs improvement in deadlines,0.45,4.7,0.43,0.77,3.74
17,1,8,4.3,3.7,0.91,Excellent performance and teamwork,0.99,3.5,0.61,0.95,2.84
6,0,6,4.3,4.4,0.78,Needs improvement in deadlines,0.61,4.3,0.31,0.65,2.99
19,3,12,2.2,4.6,0.65,Excellent performance and teamwork,0.78,3.5,0.49,0.83,2.62
9,0,5,2.0,2.2,0.72,Good but not consistent,0.43,3.2,0.39,0.55,1.84
14,12,1,3.5,2.3,0.64,Good but not consistent,0.47,4.9,0.33,0.7,3.75
7,4,1,2.1,4.0,0.71,Good but not consistent,0.89,3.6,0.59,0.96,3.15
8,0,6,3.7,2.3,0.98,Very committed and reliable,0.61,4.8,0.75,0.62,2.65
16,13,1,3.9,3.2,0.88,Outstanding contribution,0.53,3.3,0.5,0.68,3.74
18,13,1,2.7,3.9,0.96,Outstanding contribution,0.67,3.4,0.61,0.51,3.56
6,0,4,3.4,2.2,0.91,Outstanding contribution,0.98,4.3,0.88,0.4,2.44
9,1,1,3.8,3.8,0.72,Good but not consistent,0.52,4.3,0.62,0.78,2.91
14,11,0,3.2,4.7,0.83,Late submission and weak teamwork,0.96,2.8,0.59,0.73,3.73
16,0,4,4.0,3.7,0.87,Good but not consistent,0.96,3.9,0.94,0.87,2.75
11,3,2,3.3,4.4,0.67,Excellent performance and teamwork,0.46,4.5,0.36,0.71,3.18
5,2,2,4.9,5.0,0.95,Outstanding contribution,0.7,3.2,0.31,0.45,3.7
5,0,2,4.8,2.4,0.78,Excellent performance and teamwork,0.6,3.3,0.7,0.52,2.49
6,5,0,3.2,4.9,0.66,Good but not consistent,0.52,4.3,0.54,0.76,4.06
10,10,0,3.3,2.9,0.78,Very committed and reliable,0.86,4.7,0.35,0.5,4.07
16,6,8,2.2,4.8,0.71,Excellent performance and teamwork,0.79,4.3,0.9,0.49,3.18
19,7,10,4.6,2.6,0.67,Good but not consistent,0.45,4.6,0.91,0.4,3.25
11,7,2,2.5,2.6,0.85,Very committed and reliable,0.8,4.9,0.39,0.56,3.38
11,2,1,3.7,4.1,0.91,Very committed and reliable,0.64,2.8,0.67,0.78,2.85
6,4,0,2.3,3.9,0.69,Outstanding contribution,0.95,3.4,0.37,0.42,3.27
8,6,1,3.2,3.2,0.99,Outstanding contribution,0.65,3.6,0.47,0.89,3.62
10,3,6,4.1,4.9,0.76,Excellent performance and teamwork,0.46,4.6,0.56,0.81,3.55
13,7,2,4.9,3.0,0.86,Late submission and weak teamwork,0.6,4.5,0.37,0.65,3.72
11,2,3,4.2,3.9,0.87,Late submission and weak teamwork,0.64,4.8,0.88,0.76,3.29
13,3,4,2.7,3.8,0.91,Very committed and reliable,0.79,3.8,0.33,0.45,2.86
10,0,4,3.0,3.7,0.78,Excellent performance and teamwork,0.88,3.0,0.48,0.75,2.33
5,3,1,2.1,4.4,0.63,Excellent performance and teamwork,0.51,3.9,0.38,0.67,3.29
12,9,1,2.4,3.2,0.77,Outstanding contribution,0.69,4.9,0.99,0.48,3.61
5,0,0,2.8,3.0,0.92,Late submission and weak teamwork,0.9,2.6,0.86,0.93,2.14
18,15,0,2.6,2.1,0.66,Late submission and weak teamwork,0.96,4.5,0.34,0.97,3.42
13,3,3,3.1,4.7,0.7,Outstanding contribution,0.45,5.0,0.72,0.58,3.26
10,0,0,3.2,3.4,0.65,Very committed and reliable,0.57,3.9,0.8,0.92,2.43
13,4,4,4.7,2.9,0.63,Very committed and reliable,0.41,3.8,0.48,0.65,3.06
7,1,2,4.3,4.8,0.67,Outstanding contribution,0.5,2.6,0.6,0.66,2.89
9,2,4,2.3,4.0,0.89,Late submission and weak teamwork,0.88,3.6,0.76,0.46,2.76
11,1,1,3.1,4.9,0.63,Good but not consistent,0.89,4.1,0.75,0.48,2.87
15,15,0,3.3,4.1,0.81,Good but not consistent,0.59,3.6,0.62,0.46,4.11
7,6,1,3.0,4.6,0.69,Good but not consistent,0.41,4.9,0.73,0.91,4.13
10,3,6,4.5,4.0,0.64,Good but not consistent,0.56,4.5,0.88,0.48,3.37
12,5,5,4.9,2.4,0.85,Very committed and reliable,0.68,2.5,0.33,0.47,3.01
19,13,2,3.4,2.5,0.84,Excellent performance and teamwork,0.94,2.7,0.44,0.66,3.17
13,2,9,3.7,3.4,0.88,Outstanding contribution,0.48,2.7,0.85,0.53,2.63
7,5,1,3.5,2.6,0.8,Outstanding contribution,0.69,4.1,0.59,0.52,3.51
5,4,1,3.7,3.3,0.84,Needs improvement in deadlines,0.41,3.6,0.62,0.55,3.74
14,12,0,4.9,3.3,0.61,Outstanding contribution,0.67,3.4,0.89,0.41,3.91
17,16,1,3.6,2.3,0.68,Outstanding contribution,0.94,3.6,0.67,0.69,3.65
7,6,1,4.9,4.1,0.79,Very committed and reliable,0.58,3.1,0.34,0.67,4.1
6,3,1,2.2,3.8,0.6,Good but not consistent,0.93,4.2,0.44,0.57,3.09
6,4,2,4.5,2.7,0.97,Excellent performance and teamwork,0.77,4.3,0.55,0.6,3.78
20,16,1,4.8,2.8,0.61,Excellent performance and teamwork,0.47,4.8,0.54,0.9,3.99
20,4,5,2.1,4.7,0.66,Very committed and reliable,0.52,2.6,0.33,0.52,2.51
19,8,8,4.4,2.4,0.93,Good but not consistent,0.52,2.7,0.31,0.88,3.0
11,2,5,2.8,4.2,0.86,Excellent performance and teamwork,0.65,4.5,0.93,0.6,3.0
9,8,0,3.3,4.3,1.0,Good but not consistent,0.68,4.4,0.42,0.54,4.23
20,17,0,3.0,2.3,0.74,Needs improvement in deadlines,0.45,3.6,0.69,0.87,3.43
16,11,3,2.6,4.9,0.92,Needs improvement in deadlines,0.73,3.9,0.35,0.98,3.77
9,1,2,4.7,2.8,0.87,Outstanding contribution,0.73,4.2,0.94,0.46,2.94
15,13,1,4.9,3.3,0.78,Very committed and reliable,0.92,3.8,0.77,0.41,4.09
6,4,0,4.9,4.4,0.62,Late submission and weak teamwork,0.95,4.6,0.38,0.52,4.09
18,10,3,4.9,4.8,0.62,Very committed and reliable,0.94,2.6,0.73,0.66,3.6
14,5,6,2.5,3.1,0.71,Needs improvement in deadlines,0.88,4.5,0.68,0.73,2.91
14,10,0,4.2,3.5,0.9,Outstanding contribution,0.47,4.1,0.41,0.78,3.88
20,5,9,3.1,4.3,0.77,Good but not consistent,0.93,2.5,0.33,0.93,2.74
9,1,4,3.5,2.4,0.69,Excellent performance and teamwork,0.59,2.5,0.79,0.52,2.19
12,2,10,4.0,4.2,0.75,Needs improvement in deadlines,0.96,3.9,0.83,0.44,3.04
13,1,6,3.6,2.3,0.9,Late submission and weak teamwork,0.74,4.5,0.63,0.94,2.65
6,6,0,3.7,2.2,0.78,Good but not consistent,0.59,4.4,0.65,0.63,3.95
18,12,6,2.9,4.9,0.68,Very committed and reliable,1.0,3.4,0.44,0.47,3.58
5,2,1,4.8,2.6,0.84,Excellent performance and teamwork,0.76,4.0,0.78,0.84,3.3
10,5,3,4.2,3.2,0.94,Outstanding contribution,0.72,3.1,0.95,0.68,3.32
18,7,8,4.3,4.9,0.63,Very committed and reliable,0.58,2.8,0.31,0.7,3.3
5,1,0,2.7,4.4,0.87,Good but not consistent,0.71,4.3,0.33,0.56,3.02
20,3,7,3.1,5.0,0.9,Very committed and reliable,0.68,4.2,0.63,0.64,3.14
14,11,1,2.7,3.9,0.74,Needs improvement in deadlines,0.78,4.0,0.79,0.97,3.67
9,6,3,3.9,4.9,0.62,Late submission and weak teamwork,0.99,4.8,0.94,0.68,4.03
17,16,0,2.7,3.0,0.86,Good but not consistent,0.78,3.4,0.94,0.69,3.66
18,6,12,2.5,3.6,0.93,Excellent performance and teamwork,0.88,4.0,0.6,0.96,2.99
15,3,10,2.1,3.8,0.85,Excellent performance and teamwork,0.73,2.6,0.95,0.92,2.42
18,0,16,3.1,3.5,0.86,Needs improvement in deadlines,0.93,3.0,0.46,0.76,2.35
18,17,1,3.1,3.6,0.68,Late submission and weak teamwork,0.79,3.4,0.46,0.74,3.78
19,11,8,4.4,2.1,0.82,Outstanding contribution,0.48,3.5,0.67,0.8,3.28
5,3,0,3.4,2.1,0.83,Late submission and weak teamwork,0.87,2.9,0.68,0.99,3.0
13,5,8,2.3,2.6,0.83,Good but not consistent,0.63,5.0,0.74,0.75,2.97
12,9,3,4.8,4.4,0.66,Very committed and reliable,0.43,3.7,0.77,0.97,4.04
13,4,8,3.1,3.9,0.85,Excellent performance and teamwork,0.49,3.0,0.62,0.46,2.89
10,8,1,5.0,3.0,0.76,Late submission and weak teamwork,0.75,4.8,0.91,0.85,4.14
6,6,0,2.7,2.1,0.76,Needs improvement in deadlines,1.0,2.9,0.44,0.82,3.42
17,12,2,4.6,2.1,0.86,Needs improvement in deadlines,0.86,4.0,0.47,0.6,3.63
7,7,0,2.3,2.2,0.87,Excellent performance and teamwork,0.6,2.5,0.7,0.81,3.33
